relation1,relation2,comparison_type,pair1_word1,pair1_word2,pair2_word1,pair2_word2,mean_rating,num_ratings
5a,5a,within-subtype,intellectual,professor,murderer,evil,4.09090909091,11
10a,10a,within-subtype,help,cry,rain,storm,2.8,10
1a,4b,between-type,automobile,van,hot,cold,2.0,11
6a,6a,within-subtype,hungry,satiety,tidy,messy,4.2,10
4b,4b,within-subtype,black,white,tall,short,5.3,10
2a,2a,within-subtype,foot,toe,freezer,ice,4.4,10
2a,4b,between-type,cat,whiskers,tough,weak,1.91666666667,12
1a,1a,within-subtype,appliance,refrigerator,weather,rain,5.72727272727,11
1a,1a,within-subtype,dollar,currency,mammal,porpoise,4.63636363636,11
7c,7c,within-subtype,barber,scissors,shopper,cart,6.1,10
3a,3a,within-subtype,flammable,inflammable,tedious,monotonous,3.36363636364,11
9a,9a,within-subtype,forest,trees,zoo,animals,6.0,10
1a,1a,within-subtype,dog,poodle,wheat,bread,4.6,10
10a,10a,within-subtype,alarm,action,cloud,moisture,2.6,10
5a,5a,within-subtype,dog,furry,fizzy,pop,4.4,10
1a,1a,within-subtype,art,abstract,clothing,shirt,5.75,12
8a,8a,within-subtype,boredom,repetition,sweat,run,3.9,10
1a,1a,within-subtype,hair,brown,song,opera,3.0,11
9a,9a,within-subtype,closet,clothes,kitchen,food,6.4,10
8a,8a,within-subtype,education,expertise,run,sweat,4.3,10
9a,9a,within-subtype,bus,passengers,kitchen,food,5.72727272727,11
7c,7c,within-subtype,driver,car,housekeeper,broom,5.5,10
5a,10a,between-type,pillow,soft,rain,storm,2.92857142857,14
7c,7c,within-subtype,driver,car,shooter,gun,6.7,10
3a,3a,within-subtype,careful,cautious,urban,city,6.05882352941,17
8b,8a,between-subtype,pain,medicate,repetition,boredom,3.1,10
7c,7c,within-subtype,chemist,beaker,gardener,shovel,6.6,10
6a,10a,between-type,charisma,bland,moisture,cloud,2.0,10
1a,1a,within-subtype,dog,chihuahua,dog,poodle,6.7,10
1a,1e,between-subtype,automobile,van,prince,Charles,4.58333333333,12
9a,9a,within-subtype,aquarium,fish,hangar,airplane,6.5,12
3a,3b,between-subtype,boat,ship,shower,pour,3.45454545455,11
2a,2a,within-subtype,book,spine,computer,chip,5.54545454545,11
10a,10a,within-subtype,badge,authority,cry,help,4.7,10
1a,1a,within-subtype,animal,carabao,oak,tree,4.6,10
2a,2a,within-subtype,boat,motor,computer,mouse,6.09090909091,11
7c,7c,within-subtype,preserver,lifeguard,trainer,treats,4.16666666667,12
4b,1a,between-type,beautiful,hideous,bush,astilbe,1.8,10
1a,1e,between-subtype,pen,ballpoint,princess,Diana,5.1,10
10a,1a,between-type,rain,storm,weapon,spear,4.1,10
2a,2b,between-subtype,cat,whiskers,company,employees,4.9,10
3a,1a,between-type,bathroom,restroom,weather,rain,4.1,10
10a,10a,within-subtype,badge,authority,moisture,cloud,2.45454545455,11
3a,3a,within-subtype,dress,frock,tedious,monotonous,5.3,10
8a,8a,within-subtype,sugar,energy,workout,sweat,4.9,10
2a,2a,within-subtype,eye,lashes,play,act,4.83333333333,12
1a,3a,between-type,couch,furniture,house,abode,6.0,10
2a,2a,within-subtype,bird,wings,bookcase,shelf,6.09090909091,11
6a,6a,within-subtype,beauty,unpleasant,heat,cold,3.3,10
8a,9a,between-type,eating,fullness,forest,trees,3.1,10
8a,8a,within-subtype,repetition,boredom,tragedy,tears,5.0,10
8a,7c,between-type,accident,damage,gardener,shovel,3.0,10
5a,6a,between-type,athlete,fit,tidy,messy,2.5,10
7c,7d,between-subtype,hairdresser,comb,operate,machine,3.1,10
6a,6a,within-subtype,charisma,bland,fire,cold,4.0,10
8a,8a,within-subtype,sugar,energy,tiredness,sleep,5.5,10
8a,8a,within-subtype,hit,injury,workout,sweat,5.63636363636,11
6a,6a,within-subtype,heat,cold,solid,liquid,4.36363636364,11
3a,3a,within-subtype,house,abode,tedious,monotonous,5.27272727273,11
5a,5a,within-subtype,fire,hot,fizzy,pop,4.18181818182,11
1a,2a,between-type,couch,furniture,dance,step,4.27272727273,11
1a,1a,within-subtype,animal,carabao,color,red,5.9,10
8a,8b,between-subtype,accident,damage,tiredness,rest,2.54545454545,11
10c,10a,between-subtype,landscape,photo,smoke,fire,3.8,10
5a,5a,within-subtype,heat,fire,murderer,evil,4.0,11
9a,9a,within-subtype,bathroom,toilet,library,books,6.4,10
9a,9a,within-subtype,closet,clothes,water,ocean,4.0,14
6a,6a,within-subtype,color,invisible,solid,liquid,3.6,10
9a,10a,between-type,dresser,clothes,rain,storm,4.1,10
4b,4b,within-subtype,beautiful,hideous,love,apathy,5.0,12
3a,3b,between-subtype,beautiful,pretty,roast,char,4.91666666667,12
9a,9a,within-subtype,bank,money,farm,tractor,5.2,10
4c,4b,between-subtype,dirty,clean,tall,short,5.5,10
5c,5a,between-subtype,entrepreneur,wealth,steel,strong,3.58333333333,12
4b,5a,between-type,bad,good,pillow,soft,1.7,10
10a,10a,within-subtype,buzzer,end,flashing,caution,5.81818181818,11
8a,8b,between-subtype,fire,burns,song,sing,4.18181818182,11
1a,1a,within-subtype,color,red,weapon,spear,5.90909090909,11
8a,8a,within-subtype,disagreement,anger,repetition,boredom,4.81818181818,11
5a,5a,within-subtype,athlete,fit,prince,charming,5.6,10
6a,6a,within-subtype,empty,full,violence,love,5.78571428571,14
3a,3a,within-subtype,careful,cautious,old,mature,6.17647058824,17
4b,4b,within-subtype,big,small,hungry,satiated,5.2,10
3a,3a,within-subtype,candy,sweets,tedious,monotonous,6.2,10
2a,2a,within-subtype,bouquet,flower,foot,toe,6.2,10
9a,9a,within-subtype,bus,passengers,zoo,animals,6.45454545455,11
10a,10a,within-subtype,citation,violation,moisture,cloud,3.8,10
3a,3a,within-subtype,old,mature,sleep,doze,6.0,17
10a,10a,within-subtype,license,permission,thunder,lightning,4.72727272727,11
10a,10a,within-subtype,handshake,agreement,help,cry,3.2,10
4b,3a,between-type,dull,bright,house,dwelling,1.5,10
6a,6a,within-subtype,best,inferior,object,tangible,1.6,10
9a,9a,within-subtype,fish,aquarium,supermarket,groceries,5.3,10
4b,4b,within-subtype,easy,difficult,pretty,ugly,6.4,10
8a,8a,within-subtype,germs,sickness,loss,grief,5.75,12
3a,8a,between-type,candy,sweets,loss,grief,5.1,10
10a,5a,between-type,badge,authority,professor,intellectual,3.27272727273,11
8a,8a,within-subtype,fire,burns,yelling,anger,4.4,10
9a,9a,within-subtype,fish,aquarium,water,ocean,4.5,10
9a,9a,within-subtype,hive,bees,store,shopper,6.4,10
8a,8a,within-subtype,heater,warmth,learning,study,4.6,10
2a,2a,within-subtype,bicycle,wheel,foot,toe,6.5,10
1a,1a,within-subtype,appliance,refrigerator,automobile,van,6.8,10
10a,10a,within-subtype,bell,dinner,flashing,caution,5.33333333333,12
9a,7c,between-type,closet,clothes,surgeon,scalpel,2.36363636364,11
3a,3a,within-subtype,option,choice,spin,twirl,6.5,10
7c,7c,within-subtype,maid,broom,shopper,cart,6.3,10
10a,9a,between-type,cross,faith,school,student,3.58333333333,12
6a,6a,within-subtype,ecstasy,sad,violence,love,5.1,10
8a,8a,within-subtype,fire,burns,sugar,energy,5.0,10
6a,6a,within-subtype,fire,cold,tidy,messy,5.0,10
4b,4b,within-subtype,big,small,pretty,ugly,5.58333333333,12
6a,6c,between-subtype,bounty,scarce,poor,wealth,4.2,10
10a,10a,within-subtype,bell,dinner,citation,violation,3.0,13
2a,4b,between-type,freezer,ice,hungry,satiated,3.0,11
1e,1a,between-subtype,king,Henry,pet,dog,5.2,10
8a,8b,between-subtype,injury,pain,loneliness,socialize,2.8,10
9a,9a,within-subtype,fish,aquarium,kitchen,food,5.1,10
1a,1a,within-subtype,couch,furniture,song,opera,6.1,10
9a,9a,within-subtype,cupboard,dishes,dresser,clothes,6.6,10
8a,8a,within-subtype,explosion,damage,loss,grief,6.23076923077,13
3a,2a,between-type,careful,cautious,movie,scene,4.3,10
6a,6a,within-subtype,charisma,bland,integrity,dishonest,4.0,10
9a,9a,within-subtype,classroom,students,kitchen,food,5.7,10
10a,10c,between-subtype,cry,help,sound,recording,3.08333333333,12
2a,2a,within-subtype,bicycle,wheel,computer,mouse,5.4,10
5a,5a,within-subtype,pillow,soft,prince,charming,5.0,14
5a,5a,within-subtype,cherry,red,steel,strength,4.41666666667,12
4b,4b,within-subtype,chilly,warm,salty,sweet,5.0,12
8a,8a,within-subtype,repetition,boredom,yelling,anger,5.0,10
5a,5a,within-subtype,bone,brittle,murderer,evil,3.07692307692,13
2a,5a,between-type,jeans,zipper,light,bright,2.75,12
6a,6a,within-subtype,beauty,unpleasant,diseased,health,4.2,10
4b,4c,between-subtype,hot,cold,praise,criticize,5.8,10
3a,9a,between-type,boat,ship,school,children,3.0,10
1a,1a,within-subtype,rodent,mouse,sweater,knit,4.0,10
1a,3a,between-type,art,abstract,spin,twirl,3.0,10
2a,2a,within-subtype,boat,motor,city,block,4.5,10
1a,1a,within-subtype,dollar,currency,rodent,mouse,4.90909090909,11
9a,9a,within-subtype,airplane,hangar,carton,milk,5.6,10
3b,3a,between-subtype,lion,tiger,raise,elevate,2.23076923077,13
10a,10a,within-subtype,camera,distrust,moisture,cloud,1.6,10
2a,2a,within-subtype,computer,chip,hand,finger,5.2,10
5a,5a,within-subtype,apple,red,bone,brittle,4.36363636364,11
4b,3a,between-type,easy,difficult,pants,trousers,1.5,12
2a,2a,within-subtype,building,wall,computer,mouse,5.5,12
7c,7c,within-subtype,doctor,stethoscope,gardener,shovel,6.6,10
8a,8a,within-subtype,disagreement,anger,stimulus,response,3.90909090909,11
4b,4b,within-subtype,tall,short,ugly,pretty,5.9,10
4b,4b,within-subtype,bright,dark,hot,cold,5.45454545455,11
2a,2a,within-subtype,bedroom,bed,bicycle,wheel,5.0,10
2a,2a,within-subtype,bottle,water,eye,lashes,2.6,10
3a,3a,within-subtype,sleep,doze,spin,twirl,6.1,10
1a,1a,within-subtype,animal,carabao,politician,senator,5.6,10
9a,9a,within-subtype,garden,flower,school,student,5.6,10
7c,7c,within-subtype,gardener,trowel,librarian,books,5.91666666667,12
6a,6a,within-subtype,careful,reckless,sight,invisible,3.7,10
3a,3a,within-subtype,candy,sweets,spectacles,glasses,5.54545454545,11
1a,1a,within-subtype,dog,poodle,song,opera,4.3,10
6a,6a,within-subtype,bounty,scarce,integrity,dishonest,3.91666666667,12
1a,1a,within-subtype,animal,pig,politician,senator,6.27272727273,11
9a,9a,within-subtype,kitchen,food,supermarket,groceries,6.0,10
6a,6a,within-subtype,bounty,scarce,fire,cold,5.2,10
4b,9a,between-type,big,small,cupboard,dishes,2.5,12
3a,3b,between-subtype,music,tunes,toast,bake,3.4,10
8a,8a,within-subtype,boredom,repetition,sadness,tears,4.8,10
2a,3a,between-type,computer,mouse,glass,cup,2.0,12
6a,6a,within-subtype,liar,honest,solid,liquid,4.9,10
1a,1a,within-subtype,art,abstract,dog,poodle,6.3,10
8a,8a,within-subtype,showering,cleanliness,sugar,energy,4.8,10
3a,3a,within-subtype,careful,cautious,restroom,bathroom,5.9,10
7c,7c,within-subtype,barber,scissors,drummer,sticks,6.1,10
10a,10a,within-subtype,bell,dinner,love,valentine,2.1,10
4b,4b,within-subtype,difficult,easy,fast,slow,6.09090909091,11
2a,2a,within-subtype,bird,feathers,play,act,3.7,10
1a,1a,within-subtype,animal,carabao,bread,wheat,5.3,10
1a,1a,within-subtype,animal,pig,pen,ballpoint,5.9,10
3a,3a,within-subtype,house,dwelling,spin,twirl,5.6,10
7c,7c,within-subtype,chef,knife,maid,broom,6.6,10
4b,4b,within-subtype,chilly,warm,sleepy,energized,3.9,10
2a,2a,within-subtype,cat,whiskers,shoe,sole,5.2,10
2a,2a,within-subtype,bird,wings,eye,lashes,5.90909090909,11
2a,9a,between-type,computer,mouse,cupboard,dishes,4.0,11
5c,5a,between-subtype,entrepreneur,wealth,steel,tough,3.2,10
3a,3a,within-subtype,music,tunes,pretty,beautiful,6.23529411765,17
2a,2a,within-subtype,boat,motor,play,act,3.81818181818,11
9a,9g,between-subtype,bus,passengers,candy,courtship,2.07692307692,13
9a,9a,within-subtype,bathroom,toilet,clothes,dresser,4.84615384615,13
6a,6a,within-subtype,color,invisible,voice,mute,4.5,10
2a,2b,between-subtype,city,block,company,employees,5.8,10
5a,5a,within-subtype,murderer,evil,sunburn,painful,3.90909090909,11
6a,6a,within-subtype,enthusiasm,apathetic,violence,love,5.0,10
2a,2a,within-subtype,computer,mouse,freezer,ice,4.5,10
10c,10a,between-subtype,child,parents,green,go,1.90909090909,11
5a,5a,within-subtype,heat,fire,steel,tough,3.8,10
4b,4b,within-subtype,fat,thin,hairy,bald,5.9,10
2a,2a,within-subtype,bunch,grape,dog,tail,3.7,10
10a,10a,within-subtype,cross,christianity,valentine,love,5.66666666667,12
10a,10c,between-subtype,camera,distrust,juice,fruit,1.6,10
2a,2a,within-subtype,fish,fin,shoe,sole,6.36363636364,11
6a,6a,within-subtype,enthusiasm,apathetic,honest,liar,5.5,10
2a,2b,between-subtype,bouquet,flower,pride,lion,6.7,10
6a,6c,between-subtype,liquid,solid,rivalry,serenity,3.08333333333,12
8a,8a,within-subtype,sweating,odor,sweat,run,3.71428571429,14
4b,4b,within-subtype,chilly,warm,excited,bored,4.5,10
10a,10a,within-subtype,pregnancy,baby,valentine,love,4.9,10
6a,7c,between-type,liar,honest,shopper,cart,1.42857142857,14
4b,4b,within-subtype,sleepy,energized,tough,weak,5.72727272727,11
10a,10a,within-subtype,bell,dinner,green,go,4.8,10
3a,2a,between-type,beautiful,pretty,eye,lashes,2.3,10
5a,5a,within-subtype,athlete,fit,flimsy,paper,3.6,10
1a,1a,within-subtype,bread,wheat,sweater,knit,4.36363636364,11
6a,6a,within-subtype,heat,cold,object,intangible,4.2,10
9a,8a,between-type,school,student,workout,sweat,3.45454545455,11
5a,5a,within-subtype,bone,brittle,fizzy,pop,3.2,10
7c,9a,between-type,chemist,beaker,farm,tractor,4.9,10
4b,4b,within-subtype,bald,hairy,love,apathy,4.27272727273,11
3a,3a,within-subtype,cute,adorable,dress,frock,5.54545454545,11
10a,10a,within-subtype,doctor,diagnosis,thunder,storm,3.16666666667,12
5a,5a,within-subtype,baby,bald,prince,charming,3.1,10
3a,3a,within-subtype,cute,adorable,house,dwelling,5.72727272727,11
3a,3a,within-subtype,house,dwelling,sofa,chair,5.3,10
4b,4b,within-subtype,pretty,ugly,tall,short,5.72727272727,11
4b,4b,within-subtype,good,bad,hairy,bald,6.6,10
3a,4b,between-type,cellphone,mobile,ugly,pretty,1.5,12
1a,1a,within-subtype,animal,pig,dog,poodle,6.0,10
4b,3a,between-type,bad,good,cellphone,mobile,1.41176470588,17
8b,8a,between-subtype,danger,flee,fire,burns,3.0,11
1a,1a,within-subtype,color,red,mammal,porpoise,6.4,10
8a,8a,within-subtype,exercise,fatigue,workout,sweat,6.18181818182,11
1a,5a,between-type,animal,carabao,murderer,evil,4.09090909091,11
4b,7c,between-type,bad,good,doctor,stethoscope,1.5,10
5a,5a,within-subtype,heat,fire,steel,strength,5.2,10
10a,10a,within-subtype,license,permission,pregnancy,baby,3.6,10
8a,8a,within-subtype,sex,pregnancy,sugar,energy,4.23076923077,13
6a,6a,within-subtype,liar,honest,tidy,messy,4.8,10
7c,7d,between-subtype,librarian,books,write,paper,2.09090909091,11
6a,6a,within-subtype,fire,cold,killer,empathetic,4.0,11
2a,2a,within-subtype,fish,fin,freezer,ice,3.41666666667,12
3a,3a,within-subtype,clean,tidy,urban,city,5.18181818182,11
7c,7c,within-subtype,lawyer,books,musician,instrument,6.1,10
10a,10a,within-subtype,cry,help,doctor,diagnosis,2.7,10
2a,3a,between-type,computer,chip,raise,elevate,2.4,10
10a,10a,within-subtype,flashing,caution,handshake,agreement,6.0,10
4b,4b,within-subtype,dull,bright,thin,fat,6.7,10
2a,2a,within-subtype,bunch,grape,hand,finger,4.7,10
1a,1a,within-subtype,mammal,porpoise,politician,senator,5.27272727273,11
1a,1a,within-subtype,animal,pig,weapon,spear,6.1,10
6a,2a,between-type,forgiving,vengeful,lips,mouth,1.91666666667,12
6a,6a,within-subtype,integrity,dishonest,tidy,messy,5.90909090909,11
7c,7c,within-subtype,fairy,wand,preserver,lifeguard,4.4,10
6a,6a,within-subtype,enthusiasm,apathetic,liquid,solid,4.4,10
3a,4b,between-type,beautiful,pretty,sleepy,energized,1.4,10
9a,9a,within-subtype,bus,passengers,store,shopper,6.1,10
2a,2a,within-subtype,bedroom,bed,cat,whiskers,4.9,10
6a,6a,within-subtype,dream,consciousness,enthusiasm,apathetic,3.5,10
1a,1a,within-subtype,animal,carabao,weapon,spear,6.3,10
3a,3a,within-subtype,clean,tidy,pants,trousers,5.6,10
9a,9a,within-subtype,dresser,clothes,supermarket,groceries,6.1,10
2a,2a,within-subtype,bicycle,wheel,bird,feathers,5.66666666667,12
2a,2a,within-subtype,lips,mouth,movie,scene,3.5,10
4b,3a,between-type,chilly,warm,restroom,bathroom,1.4,10
4b,4b,within-subtype,chilly,warm,tall,short,5.47058823529,17
6a,6a,within-subtype,integrity,dishonest,sensitivity,boorish,4.72727272727,11
9a,9a,within-subtype,garage,mechanic,school,children,5.9,10
4b,4b,within-subtype,beautiful,hideous,smart,stupid,5.90909090909,11
7c,7c,within-subtype,chef,knife,hairdresser,comb,6.63636363636,11
6a,7c,between-type,classic,trendy,trainer,treats,2.1,10
2a,2a,within-subtype,hand,finger,movie,scene,5.81818181818,11
3a,3a,within-subtype,clean,tidy,kid,child,6.7,10
10a,10a,within-subtype,doctor,diagnosis,moisture,cloud,2.4,10
4b,4b,within-subtype,bad,good,warm,cool,5.5,10
2a,2a,within-subtype,dance,step,zebra,stripes,4.9,10
1a,1a,within-subtype,rodent,mouse,wheat,bread,3.6,10
8a,8a,within-subtype,run,sweat,sweat,run,4.4,10
1a,1a,within-subtype,weapon,spear,wheat,bread,4.36363636364,11
4b,4b,within-subtype,love,apathy,sleepy,energized,3.8,10
10a,7c,between-type,camera,distrust,lawyer,books,1.6,10
7c,7c,within-subtype,drummer,sticks,gardener,shovel,6.3,10
1e,1a,between-subtype,snake,Cobra,weather,rain,5.5,10
4b,4b,within-subtype,fat,thin,tough,weak,6.0,11
3a,3a,within-subtype,beautiful,pretty,sleep,doze,5.81818181818,11
6a,6a,within-subtype,liar,honest,voice,mute,4.69230769231,13
6a,6c,between-subtype,dream,consciousness,rain,dryness,3.7,10
2a,2a,within-subtype,city,block,play,act,6.6,10
7c,9a,between-type,policeman,handcuffs,supermarket,groceries,4.0,10
4b,8a,between-type,bored,excited,sadness,tears,1.90909090909,11
10a,10a,within-subtype,bell,dinner,thunder,storm,4.9,10
8a,8a,within-subtype,fire,burns,germs,sickness,6.3,10
3b,3a,between-subtype,chimpanzee,gorilla,flammable,inflammable,2.5,10
5c,5a,between-subtype,millionaire,wealth,paper,flimsy,4.1,10
9a,9a,within-subtype,carton,milk,classroom,students,5.3,10
8a,8a,within-subtype,germs,sickness,sex,pregnancy,6.5,10
4b,3a,between-type,hungry,satiated,pants,trousers,3.23076923077,13
3b,3a,between-subtype,happiness,joy,old,mature,6.27272727273,11
1a,1e,between-subtype,furniture,couch,hero,Superman,5.90909090909,11
10c,10a,between-subtype,screenplay,movie,smoke,fire,3.63636363636,11
3a,3a,within-subtype,bathroom,restroom,run,sprint,6.0,10
2a,7c,between-type,book,spine,shooter,gun,3.5,10
8a,8a,within-subtype,question,answer,sugar,energy,3.9,10
5a,5c,between-subtype,cherry,red,invalid,illness,3.0,14
1a,1a,within-subtype,clothing,shirt,oak,tree,4.1,10
5a,5a,within-subtype,priest,holy,prince,charming,5.5,10
9a,9a,within-subtype,cupboard,dishes,school,student,5.6,10
4b,4b,within-subtype,bored,excited,hairy,bald,6.5,12
7c,7c,within-subtype,librarian,books,policeman,handcuffs,6.3,10
7c,7c,within-subtype,barber,scissors,runner,sneakers,6.2,10
4b,4b,within-subtype,easy,difficult,hungry,satiated,4.9,10
2a,4b,between-type,city,block,excited,bored,1.7,10
7c,7c,within-subtype,chemist,beaker,writer,pen,6.5,10
2a,2a,within-subtype,foot,toe,toe,foot,4.3,10
3a,3a,within-subtype,clean,tidy,music,tunes,5.61538461538,13
8a,8a,within-subtype,learning,study,workout,sweat,4.3,10
5a,5a,within-subtype,car,fast,fizzy,pop,3.8,10
7c,7c,within-subtype,maid,broom,soldier,gun,6.41666666667,12
9a,9a,within-subtype,hangar,airplane,space,planets,5.7,10
5a,5a,within-subtype,pillow,soft,professor,intellectual,4.6,10
7c,7c,within-subtype,doctor,stethoscope,housekeeper,broom,6.3,10
1a,1e,between-subtype,dog,chihuahua,ocean,Pacific,6.2,10
4b,4b,within-subtype,bright,dark,easy,difficult,6.9,10
5a,5a,within-subtype,blanket,soft,prince,charming,4.53846153846,13
1a,1a,within-subtype,furniture,couch,insect,ant,6.3,10
1a,1a,within-subtype,hair,brown,pen,ballpoint,3.81818181818,11
5a,5a,within-subtype,light,bright,professor,intellectual,5.1,10
5a,5c,between-subtype,steel,strong,virgin,purity,6.0,10
1a,1e,between-subtype,bird,swan,lake,Erie,6.36363636364,11
5a,5a,within-subtype,athlete,fit,dog,furry,6.1,10
6a,6a,within-subtype,beauty,unpleasant,hungry,satiety,2.7,10
1a,1a,within-subtype,mammal,porpoise,weather,rain,5.5,10
2a,4b,between-type,bedroom,bed,excited,bored,1.2,10
6a,6a,within-subtype,diseased,health,heat,cold,5.8,10
2a,2a,within-subtype,bird,feathers,computer,chip,5.54545454545,11
7c,7c,within-subtype,gardener,shovel,policeman,handcuffs,6.5,10
9a,3a,between-type,bathroom,toilet,clean,tidy,2.7,10
6c,6a,between-subtype,sage,ignorance,violence,love,5.3,10
8a,8b,between-subtype,injury,pain,sickness,medicate,3.81818181818,11
10a,10c,between-subtype,cross,faith,people,city,3.1,10
10a,10c,between-subtype,cross,christianity,image,photograph,3.75,12
2a,2a,within-subtype,bedroom,bed,eye,lashes,4.81818181818,11
10a,10a,within-subtype,license,permission,rain,storm,2.8,10
8a,8a,within-subtype,boredom,repetition,tragedy,tears,4.09090909091,11
6a,6a,within-subtype,dream,consciousness,killer,empathetic,4.1,10
10a,10a,within-subtype,handshake,agreement,wrinkle,age,4.33333333333,12
10a,10a,within-subtype,crossbones,poison,doctor,diagnosis,3.2,10
4b,3a,between-type,big,small,candy,sweets,1.58333333333,12
2a,2a,within-subtype,city,block,foot,toe,5.1,10
4b,4b,within-subtype,salty,sweet,tall,short,4.7,10
2a,4b,between-type,bookcase,shelf,pretty,ugly,1.0,12
3a,3a,within-subtype,restroom,bathroom,spin,twirl,6.36363636364,11
5a,5a,within-subtype,car,fast,steel,strong,6.5,10
6a,6a,within-subtype,ecstasy,sad,voice,mute,3.09090909091,11
1a,8a,between-type,school,university,sweating,odor,3.4,10
5a,5a,within-subtype,pizza,cheesy,steel,tough,5.6,10
10a,10a,within-subtype,badge,authority,thunder,lightning,4.1,10
1a,1a,within-subtype,furniture,couch,oak,tree,3.4,10
8a,8a,within-subtype,accident,damage,yelling,anger,4.3,10
5a,5a,within-subtype,plain,flat,sunburn,painful,3.1,10
2a,4b,between-type,computer,mouse,easy,difficult,1.2,10
8a,8a,within-subtype,hit,injury,sugar,energy,4.61538461538,13
5a,5a,within-subtype,candy,sweet,light,bright,5.6,10
5a,4b,between-type,bone,brittle,good,bad,2.90909090909,11
3a,3a,within-subtype,clean,tidy,house,dwelling,5.09090909091,11
6a,6a,within-subtype,honest,liar,sight,invisible,4.09090909091,11
5a,5a,within-subtype,fizzy,pop,sunburn,painful,4.4,10
3b,3a,between-subtype,disdain,hatred,run,sprint,6.16666666667,12
9a,9a,within-subtype,farm,tractor,supermarket,groceries,4.0,10
8a,8a,within-subtype,cold,sneeze,learning,study,4.18181818182,11
1a,1a,within-subtype,bird,swan,weather,rain,6.45454545455,11
4b,4b,within-subtype,dirty,clean,salty,sweet,5.45454545455,11
4b,4b,within-subtype,easy,difficult,warm,cool,5.7,10
10c,10a,between-subtype,artwork,replica,green,go,1.72727272727,11
5a,5a,within-subtype,clay,malleable,steel,tough,6.25,12
6a,6a,within-subtype,sensitivity,boorish,speed,slow,4.1,10
4b,5a,between-type,hot,cold,sunburn,painful,1.7,10
7c,7c,within-subtype,chef,knife,surgeon,scalpel,6.46153846154,13
9a,2a,between-type,dresser,clothes,hand,finger,5.5,10
2a,2a,within-subtype,bird,wings,jeans,zipper,5.0,10
6a,1a,between-type,best,inferior,pet,dog,2.15384615385,13
3a,7c,between-type,clean,tidy,policeman,handcuffs,2.23076923077,13
4b,4b,within-subtype,bad,good,bored,excited,4.8,10
5a,7c,between-type,plain,flat,surgeon,scalpel,2.7,10
3a,3a,within-subtype,glass,cup,spin,twirl,4.9,10
8a,8a,within-subtype,boredom,repetition,sugar,energy,2.75,12
1a,1a,within-subtype,automobile,van,hair,brown,4.54545454545,11
4b,4b,within-subtype,difficult,easy,love,apathy,3.72727272727,11
5a,5a,within-subtype,dog,furry,steel,strong,5.2,10
8a,8a,within-subtype,learning,study,tragedy,tears,5.1,10
1a,1a,within-subtype,color,red,wheat,bread,4.8,10
4b,5a,between-type,bad,good,heat,fire,1.90909090909,11
4b,4b,within-subtype,bored,excited,fast,slow,6.09090909091,11
2a,2a,within-subtype,bouquet,flower,computer,mouse,5.2,10
6a,6c,between-subtype,violence,love,worry,satisfaction,4.3,10
7c,7c,within-subtype,runner,sneakers,soldier,gun,6.3,10
1a,2a,between-type,bird,swan,jeans,zipper,2.5,10
8a,8a,within-subtype,run,sweat,study,learning,5.6,10
1a,1a,within-subtype,mammal,porpoise,school,university,5.5,10
7c,7c,within-subtype,police,gun,shooter,gun,4.6,10
7c,7d,between-subtype,hairdresser,comb,paint,canvas,4.0,10
2a,3a,between-type,hand,finger,sleep,doze,2.8,10
4b,4b,within-subtype,chilly,warm,hairy,bald,5.8,10
8b,8a,between-subtype,dirtiness,bathe,injury,pain,4.0,10
1a,1a,within-subtype,animal,carabao,pet,dog,5.5,10
3a,3a,within-subtype,bathroom,restroom,sleep,doze,6.08333333333,12
3a,3a,within-subtype,kid,child,sofa,chair,4.4,10
1a,1a,within-subtype,appliance,refrigerator,dog,chihuahua,6.38461538462,13
2a,2a,within-subtype,bottle,water,jeans,zipper,4.09090909091,11
2a,4b,between-type,dance,step,tall,short,1.4,10
3a,3a,within-subtype,house,abode,old,mature,6.1,10
2a,2a,within-subtype,bedroom,bed,movie,scene,5.8,10
1a,1a,within-subtype,automobile,van,dollar,currency,4.6,10
2a,1a,between-type,toe,foot,weather,rain,3.4,10
3a,3a,within-subtype,clean,tidy,house,abode,5.0,10
3a,3a,within-subtype,candy,sweets,kid,child,6.0,10
8a,8a,within-subtype,heater,warmth,stimulus,response,5.25,12
4b,4b,within-subtype,pretty,ugly,tough,weak,5.47058823529,17
3a,3a,within-subtype,spectacles,glasses,urban,city,5.90909090909,11
3a,3a,within-subtype,glass,cup,house,dwelling,4.8,10
3a,4b,between-type,bathroom,restroom,ugly,pretty,1.41176470588,17
6a,6c,between-subtype,fire,cold,slavery,freedom,5.9,10
10a,10a,within-subtype,crossbones,poison,thunder,lightning,4.0,10
4b,4b,within-subtype,big,small,smart,stupid,6.3,10
2a,2a,within-subtype,bird,feathers,book,spine,5.6,10
6a,6a,within-subtype,color,invisible,heat,cold,3.72727272727,11
7c,7d,between-subtype,gun,shooter,operate,machine,3.46153846154,13
4b,4b,within-subtype,dull,bright,tall,short,5.0,11
9a,7c,between-type,carton,milk,drummer,sticks,3.9,10
4b,4b,within-subtype,dirty,clean,thin,fat,6.2,10
10a,10a,within-subtype,flag,nation,license,permission,3.0,11
7c,7d,between-subtype,gardener,trowel,operate,machine,2.92307692308,13
7c,7c,within-subtype,gardener,trowel,lawyer,books,5.30769230769,13
